Potion Number,Ranking,Artist,Artist Rarity,Element,Element Rarity,Finish,Finish Rarity,Color,Color Rarity,Shape,Shape Rarity,Taste,Taste Rarity,Matter,Matter Rarity,Potency,Potency Rarity,Temperature,Temperature Rarity,Superpower,Superpower Rarity
362,1466,,,Wood,7.67%,Walnut,0.33%,Brown,4.00%,Hourglass,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Sympathy,3.00%
1474,1467,,,Marble,10.33%,Roman Ornate,0.33%,Black,3.67%,Beacon,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Fairness,3.00%
2462,1468,,,Sand,2.33%,Pebble Beach,0.33%,Tan,4.67%,Edamame,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Toasty,22.00%,Kindness,15.00%
1425,1469,,,Marble,10.33%,Nero Bricks,0.33%,Black,3.67%,Spool,10.00%,Sour,21.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Honesty,3.00%
1912,1470,,,Paint,4.33%,Textured,2.33%,Peach,0.33%,Classic,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Kindness,15.00%
1354,1471,,,Plaster,5.67%,Textured,2.33%,Rosado,0.33%,Classic,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Elegance,12.00%
1827,1472,,,Terrain,4.00%,Dry Patch,0.33%,Brown,4.00%,Spool,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Patience,5.00%
649,1473,,,Metal,7.33%,Rusty,2.00%,Mars,0.33%,Edamame,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Pride,15.00%
2340,1474,,,Metal,7.33%,Rusty,2.00%,Mars,0.33%,Spool,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%
2670,1475,,,Metal,7.33%,Rusty,2.00%,Locomotive Red,0.33%,Spool,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Toasty,22.00%,Kindness,15.00%
1888,1476,,,Metal,7.33%,Rusty,2.00%,Toxic Green,0.33%,Wormhole,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Elegance,12.00%
2231,1477,,,Ceramic,7.67%,Rhombus,0.33%,Polychromatic,2.67%,Wormhole,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Patience,5.00%
699,1478,,,Rubber,0.67%,Striped,2.00%,Magenta,0.67%,Carrot,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Love,5.00%
1795,1479,,,Plaster,5.67%,Drywall,0.33%,Eggshell,3.67%,Hourglass,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Gratitude,4.00%
262,1480,,,Concrete,9.00%,Penny Rounds,0.33%,Gray,5.33%,Edamame,10.00%,Salty,30.00%,Condensate,10.00%,Mild,40.00%,Steamy,30.00%,Empathy,3.00%
2452,1481,,,Concrete,9.00%,Squared,0.67%,Mauve,0.67%,Classic,10.00%,Sour,21.00%,Liquid,50.00%,Severe,9.00%,Boling,5.00%,Fairness,3.00%
189,1482,,,Metal,7.33%,Rusty,2.00%,Blue & Orange,0.33%,Carrot,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%
1021,1483,,,Marble,10.33%,Nero Bricks,0.33%,Black,3.67%,Hourglass,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Sympathy,3.00%
2263,1484,,,Fabric,5.00%,Tapestry,1.00%,Purple,0.67%,Hourglass,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Humor,1.00%
1571,1485,,,Wood,7.67%,Striped,2.00%,Taupe,0.33%,Wormhole,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Toasty,22.00%,Pride,15.00%
1671,1486,,,Fabric,5.00%,Cloth,0.33%,Orange,3.67%,Hourglass,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Gratitude,4.00%
2094,1487,,,Metal,7.33%,Rusty,2.00%,Mars,0.33%,Drillbit,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Kindness,15.00%
2941,1488,,,Metal,7.33%,Rusty,2.00%,Rust,0.33%,Beacon,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%
2973,1489,,,Metal,7.33%,Rusty,2.00%,Blue & Orange,0.33%,Original,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Kindness,15.00%
1611,1490,,,Metal,7.33%,Rusty,2.00%,Mars,0.33%,Wormhole,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%
814,1491,,,Marble,10.33%,Nero Bricks,0.33%,Black,3.67%,Original,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Fairness,3.00%
2740,1492,,,Clay,2.00%,Monochromatic Mosaic,0.67%,Blood Orange,0.67%,Blimp,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Love,5.00%
2669,1493,,,Ceramic,7.67%,Small Square Tiles,0.33%,Forest Green,2.00%,Spool,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Elegance,12.00%
1194,1494,,,Flora,4.67%,Straw,0.33%,Yellow,2.33%,Blimp,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Kindness,15.00%
2957,1495,,,Terrain,4.00%,Dry Patch,0.33%,Brown,4.00%,Original,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Patience,5.00%
1854,1496,,,Metal,7.33%,Rusty,2.00%,Toxic Green,0.33%,Drillbit,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Pride,15.00%
2495,1497,,,Wood,7.67%,Weave,0.33%,Orange,3.67%,Edamame,10.00%,Sweet,30.00%,Liquid,50.00%,Severe,9.00%,Toasty,22.00%,Love,5.00%
2123,1498,,,Fiber Glass,0.67%,Sharp,0.67%,Yellow,2.33%,Wormhole,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Boling,5.00%,Elegance,12.00%
202,1499,,,Sand,2.33%,Pebble Beach,0.33%,Tan,4.67%,Original,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%
2963,1500,,,Terrain,4.00%,Dry Patch,0.33%,Brown,4.00%,Carrot,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Love,5.00%
163,1501,,,Wood,7.67%,Slats,0.33%,Brown,4.00%,Wormhole,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Empathy,3.00%
2959,1502,,,Fabric,5.00%,Cloth,0.33%,Orange,3.67%,Drillbit,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Love,5.00%
2927,1503,,,Marble,10.33%,Nero Marquina,0.33%,Black,3.67%,Classic,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Courage,3.00%
1461,1504,,,Ceramic,7.67%,Vintage,2.33%,Lime,0.33%,Carrot,10.00%,Sweet,30.00%,Condensate,10.00%,Mild,40.00%,Ambient,41.00%,Kindness,15.00%
234,1505,,,Marble,10.33%,Black Granite,0.33%,Black,3.67%,Hourglass,10.00%,Sour,21.00%,Plasma,8.00%,Moderate,50.00%,Toasty,22.00%,Artistry,5.00%
1614,1506,,,Rubber,0.67%,Striped,2.00%,Magenta,0.67%,Drillbit,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Love,5.00%
985,1507,,,Concrete,9.00%,Salted,0.33%,Rose,3.00%,Drillbit,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Gratitude,4.00%
645,1508,,,Metal,7.33%,Rusty,2.00%,Locomotive Red,0.33%,Beacon,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%
142,1509,,,Concrete,9.00%,Quilt,0.33%,Polychromatic,2.67%,Blimp,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Wisdom,5.00%
179,1510,,,Marble,10.33%,Roman Ornate,0.33%,Black,3.67%,Spool,10.00%,Bitter,18.00%,Plasma,8.00%,Moderate,50.00%,Steamy,30.00%,Artistry,5.00%
865,1511,,,Fabric,5.00%,Cloth,0.33%,Orange,3.67%,Blimp,10.00%,Sour,21.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Love,5.00%
1655,1512,,,Metal,7.33%,Rusty,2.00%,Blue & Orange,0.33%,Hourglass,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%
575,1513,,,Metal,7.33%,Rusty,2.00%,Mars,0.33%,Beacon,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%
18,1514,,,Plaster,5.67%,Textured,2.33%,Rosado,0.33%,Drillbit,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Kindness,15.00%
2127,1515,,,Marble,10.33%,Roman Trim,0.33%,Tan,4.67%,Original,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Boling,5.00%,Artistry,5.00%
98,1516,,,Fabric,5.00%,Cloth,0.33%,Orange,3.67%,Beacon,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Wisdom,5.00%
894,1517,,,Terrain,4.00%,Dry Patch,0.33%,Brown,4.00%,Classic,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Love,5.00%
2888,1518,,,Rubber,0.67%,Striped,2.00%,Magenta,0.67%,Spool,10.00%,Bitter,18.00%,Condensate,10.00%,Mild,40.00%,Steamy,30.00%,Elegance,12.00%
1207,1519,,,Plaster,5.67%,Textured,2.33%,Rosado,0.33%,Blimp,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%
1127,1520,,,Wallpaper,2.00%,Floral,0.67%,Tan,4.67%,Drillbit,10.00%,Salty,30.00%,Gas,2.00%,Mild,40.00%,Ambient,41.00%,Humor,1.00%
2643,1521,,,Ceramic,7.67%,Hexagon Tiles,0.33%,Black,3.67%,Edamame,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Boling,5.00%,Elegance,12.00%
1729,1522,,,Terrain,4.00%,Asphalt,0.67%,Warm Brown,0.67%,Beacon,10.00%,Salty,30.00%,Plasma,8.00%,Moderate,50.00%,Steamy,30.00%,Courage,3.00%
1960,1523,,,Marble,10.33%,Terrazzo Tiles,0.33%,Yellow,2.33%,Beacon,10.00%,Salty,30.00%,Plasma,8.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%
2506,1524,,,Plaster,5.67%,Half Timbered,0.33%,Eggshell,3.67%,Spool,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Boling,5.00%,Kindness,15.00%
990,1525,,,Cork,2.67%,Wear & Tear,0.33%,Tan,4.67%,Carrot,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Elegance,12.00%
2503,1526,,,Plaster,5.67%,Textured,2.33%,Rosado,0.33%,Hourglass,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Kindness,15.00%
1627,1527,,,Concrete,9.00%,Raked,0.33%,White,3.33%,Edamame,10.00%,Sweet,30.00%,Condensate,10.00%,Moderate,50.00%,Ambient,41.00%,Artistry,5.00%
61,1528,,,Marble,10.33%,Roman Ornate,0.33%,Black,3.67%,Drillbit,10.00%,Salty,30.00%,Plasma,8.00%,Mild,40.00%,Steamy,30.00%,Love,5.00%
2449,1529,,,Marble,10.33%,Rosso Levanto,0.67%,Rosso,0.67%,Original,10.00%,Salty,30.00%,Liquid,50.00%,Severe,9.00%,Ambient,41.00%,Compassion,2.00%
1724,1530,,,Snow,3.33%,Windspread,0.33%,White,3.33%,Wormhole,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Kindness,15.00%
612,1531,,,Fabric,5.00%,Cloth,0.33%,Orange,3.67%,Original,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Patience,5.00%
2479,1532,,,Marble,10.33%,Bianco Carrara Gioia,0.33%,White,3.33%,Spool,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Gratitude,4.00%
1541,1533,,,Plaster,5.67%,Drywall,0.33%,Eggshell,3.67%,Wormhole,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Artistry,5.00%
338,1534,,,Plaster,5.67%,Textured,2.33%,Rosado,0.33%,Spool,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Kindness,15.00%
2735,1535,,,Marble,10.33%,Roman Trim,0.33%,Tan,4.67%,Carrot,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Honesty,3.00%
1256,1536,,,Cork,2.67%,Wear & Tear,0.33%,Tan,4.67%,Hourglass,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%
1787,1537,,,Flora,4.67%,Moss Patch,0.33%,Gray,5.33%,Classic,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Gratitude,4.00%
534,1538,,,Marble,10.33%,Mosaic,2.00%,Burnt Orange,0.33%,Spool,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Kindness,15.00%
2582,1539,,,Marble,10.33%,Rosso Levanto,0.67%,Rosso,0.67%,Carrot,10.00%,Sweet,30.00%,Condensate,10.00%,Mild,40.00%,Ambient,41.00%,Loyalty,2.00%
2361,1540,,,Terrain,4.00%,Jungle Roots,0.33%,Brown,4.00%,Original,10.00%,Sour,21.00%,Liquid,50.00%,Severe,9.00%,Steamy,30.00%,Kindness,15.00%
1642,1541,,,Concrete,9.00%,Quilt,0.33%,Polychromatic,2.67%,Edamame,10.00%,Sour,21.00%,Plasma,8.00%,Moderate,50.00%,Steamy,30.00%,Pride,15.00%
1955,1542,,,Marble,10.33%,Fantasy,0.33%,Brown,4.00%,Carrot,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Sympathy,3.00%
2218,1543,,,Concrete,9.00%,Raked,0.33%,White,3.33%,Blimp,10.00%,Salty,30.00%,Condensate,10.00%,Moderate,50.00%,Toasty,22.00%,Charm,6.00%
1094,1544,,,Cork,2.67%,Wear & Tear,0.33%,Tan,4.67%,Blimp,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Kindness,15.00%
1012,1545,,,Marble,10.33%,Mosaic,2.00%,Burnt Orange,0.33%,Edamame,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%
2286,1546,,,Plaster,5.67%,Textured,2.33%,Rosado,0.33%,Edamame,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Kindness,15.00%
889,1547,,,Marble,10.33%,Roman Trim,0.33%,Tan,4.67%,Blimp,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Fairness,3.00%
567,1548,,,Ceramic,7.67%,Hexagon Tiles,0.33%,Black,3.67%,Hourglass,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Gratitude,4.00%
2194,1549,,,Ceramic,7.67%,Rhombus,0.33%,Polychromatic,2.67%,Original,10.00%,Salty,30.00%,Condensate,10.00%,Moderate,50.00%,Toasty,22.00%,Kindness,15.00%
1745,1550,,,Ceramic,7.67%,Flower,0.33%,Rose,3.00%,Spool,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Courtesy,5.00%
2930,1551,,,Ceramic,7.67%,Flower,0.33%,Rose,3.00%,Classic,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Courtesy,5.00%
2559,1552,,,Ceramic,7.67%,Checkered,0.67%,Black & Whites,0.67%,Classic,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Chilled,2.00%,Pride,15.00%
2252,1553,,,Clay,2.00%,Monochromatic Mosaic,0.67%,Blood Orange,0.67%,Original,10.00%,Sour,21.00%,Liquid,50.00%,Severe,9.00%,Ambient,41.00%,Kindness,15.00%
2622,1554,,,Concrete,9.00%,Quilt,0.33%,Polychromatic,2.67%,Classic,10.00%,Salty,30.00%,Condensate,10.00%,Moderate,50.00%,Toasty,22.00%,Elegance,12.00%
1361,1555,,,Clay,2.00%,Monochromatic Mosaic,0.67%,Blood Orange,0.67%,Wormhole,10.00%,Sour,21.00%,Condensate,10.00%,Moderate,50.00%,Steamy,30.00%,Kindness,15.00%
1034,1556,,,Fabric,5.00%,Tarp,0.67%,Turquoise,0.67%,Carrot,10.00%,Bitter,18.00%,Plasma,8.00%,Moderate,50.00%,Steamy,30.00%,Courage,3.00%
1528,1557,,,Marble,10.33%,Mosaic,2.00%,Burnt Orange,0.33%,Blimp,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%
1065,1558,,,Fiber Glass,0.67%,Sharp,0.67%,Yellow,2.33%,Original,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Love,5.00%
322,1559,,,Ceramic,7.67%,Checkered,0.67%,Black & Whites,0.67%,Original,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Boling,5.00%,Honesty,3.00%
1576,1560,,,Snow,3.33%,Windspread,0.33%,White,3.33%,Classic,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%
1300,1561,,,Concrete,9.00%,Salted,0.33%,Rose,3.00%,Edamame,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Love,5.00%
2970,1562,,,Wood,7.67%,Long Hexagon,0.33%,White,3.33%,Original,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Love,5.00%
2349,1563,,,Flora,4.67%,Moss Patch,0.33%,Gray,5.33%,Drillbit,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Gratitude,4.00%
2138,1564,,,Marble,10.33%,Polished Terrazzo,0.33%,Tan,4.67%,Wormhole,10.00%,Sweet,30.00%,Plasma,8.00%,Mild,40.00%,Boling,5.00%,Kindness,15.00%
1811,1565,,,Marble,10.33%,Roman Ornate,0.33%,Black,3.67%,Edamame,10.00%,Sour,21.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Gratitude,4.00%
2796,1566,,,Terrain,4.00%,Dry Patch,0.33%,Brown,4.00%,Drillbit,10.00%,Salty,30.00%,Condensate,10.00%,Mild,40.00%,Steamy,30.00%,Pride,15.00%
1007,1567,,,Ceramic,7.67%,Dotted,0.33%,Eggshell,3.67%,Original,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Patience,5.00%
1514,1568,,,Wood,7.67%,Long Hexagon,0.33%,White,3.33%,Hourglass,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Artistry,5.00%
2704,1569,,,Concrete,9.00%,Salted,0.33%,Rose,3.00%,Original,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Love,5.00%
89,1570,,,Fiber Glass,0.67%,Sharp,0.67%,Yellow,2.33%,Carrot,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Artistry,5.00%
2253,1571,,,Snow,3.33%,Slush,0.33%,Brown,4.00%,Hourglass,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Pride,15.00%
479,1572,,,Concrete,9.00%,Circles,0.33%,Gray,5.33%,Wormhole,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Fairness,3.00%
2312,1573,,,Ceramic,7.67%,Vintage,2.33%,Lime,0.33%,Hourglass,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%
299,1574,,,Plaster,5.67%,Half Timbered,0.33%,Eggshell,3.67%,Drillbit,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Charm,6.00%
1943,1575,,,Concrete,9.00%,Raked,0.33%,White,3.33%,Original,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Toasty,22.00%,Courtesy,5.00%
2169,1576,,,Concrete,9.00%,Raked,0.33%,White,3.33%,Beacon,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Patience,5.00%
579,1577,,,Concrete,9.00%,Mermaid,0.33%,Gray,5.33%,Edamame,10.00%,Salty,30.00%,Condensate,10.00%,Moderate,50.00%,Toasty,22.00%,Gratitude,4.00%
2793,1578,,,Concrete,9.00%,Salted,0.33%,Rose,3.00%,Blimp,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Artistry,5.00%
2868,1579,,,Plaster,5.67%,Half Timbered,0.33%,Eggshell,3.67%,Blimp,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Love,5.00%
671,1580,,,Marble,10.33%,Terrazzo Tiles,0.33%,Yellow,2.33%,Hourglass,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Toasty,22.00%,Elegance,12.00%
2149,1581,,,Fabric,5.00%,Cloth,0.33%,Orange,3.67%,Wormhole,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Charm,6.00%
2846,1582,,,Plaster,5.67%,Drywall,0.33%,Eggshell,3.67%,Drillbit,10.00%,Bitter,18.00%,Plasma,8.00%,Mild,40.00%,Ambient,41.00%,Kindness,15.00%
2236,1583,,,Marble,10.33%,Black Granite,0.33%,Black,3.67%,Beacon,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Boling,5.00%,Elegance,12.00%
692,1584,,,Concrete,9.00%,Raked,0.33%,White,3.33%,Classic,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Wisdom,5.00%
458,1585,,,Snow,3.33%,Slush,0.33%,Brown,4.00%,Carrot,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Elegance,12.00%
3000,1586,,,Concrete,9.00%,Salted,0.33%,Rose,3.00%,Hourglass,10.00%,Sour,21.00%,Plasma,8.00%,Moderate,50.00%,Ambient,41.00%,Elegance,12.00%
1520,1587,,,Concrete,9.00%,Hexagon,0.33%,Gray,5.33%,Classic,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Honesty,3.00%
2406,1588,,,Marble,10.33%,Polished Terrazzo,0.33%,Tan,4.67%,Blimp,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Sympathy,3.00%
109,1589,,,Wood,7.67%,Long Hexagon,0.33%,White,3.33%,Carrot,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Wisdom,5.00%
1730,1590,,,Concrete,9.00%,Pebble Grid,0.33%,Gray,5.33%,Hourglass,10.00%,Salty,30.00%,Condensate,10.00%,Mild,40.00%,Boling,5.00%,Elegance,12.00%
293,1591,,,Leather,2.00%,Snake Skin,1.00%,Camo,0.67%,Classic,10.00%,Bitter,18.00%,Plasma,8.00%,Mild,40.00%,Steamy,30.00%,Humanity,2.00%
2359,1592,,,Marble,10.33%,Fantasy,0.33%,Brown,4.00%,Hourglass,10.00%,Sour,21.00%,Solid,30.00%,Severe,9.00%,Steamy,30.00%,Charm,6.00%
2620,1593,,,Wood,7.67%,Maple,0.33%,Eggshell,3.67%,Drillbit,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Wisdom,5.00%
1068,1594,,,Flora,4.67%,Moss Patch,0.33%,Gray,5.33%,Carrot,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Patience,5.00%
2680,1595,,,Concrete,9.00%,Mermaid,0.33%,Gray,5.33%,Blimp,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Fairness,3.00%
2276,1596,,,Plaster,5.67%,Drywall,0.33%,Eggshell,3.67%,Carrot,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Charm,6.00%
2746,1597,,,Ceramic,7.67%,Chipped,0.67%,Aqua,0.67%,Edamame,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Humanity,2.00%
1113,1598,,,Snow,3.33%,Slush,0.33%,Brown,4.00%,Classic,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%
2299,1599,,,Concrete,9.00%,Slab,0.33%,Gray,5.33%,Carrot,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Fairness,3.00%
2529,1600,,,Wood,7.67%,Planks,0.33%,Brown,4.00%,Beacon,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Gratitude,4.00%
2102,1601,,,Rubber,0.67%,Striped,2.00%,Magenta,0.67%,Blimp,10.00%,Sour,21.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Elegance,12.00%
1350,1602,,,Wood,7.67%,Weave,0.33%,Orange,3.67%,Carrot,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Wisdom,5.00%
1916,1603,,,Ceramic,7.67%,Dotted,0.33%,Eggshell,3.67%,Hourglass,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Patience,5.00%
128,1604,,,Marble,10.33%,Bianco Carrara Gioia,0.33%,White,3.33%,Hourglass,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Artistry,5.00%
422,1605,,,Clay,2.00%,Monochromatic Mosaic,0.67%,Blood Orange,0.67%,Hourglass,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Toasty,22.00%,Elegance,12.00%
2187,1606,,,Fabric,5.00%,Polka Dot,0.67%,Magenta,0.67%,Edamame,10.00%,Sweet,30.00%,Condensate,10.00%,Severe,9.00%,Ambient,41.00%,Gratitude,4.00%
166,1607,,,Plaster,5.67%,Half Timbered,0.33%,Eggshell,3.67%,Beacon,10.00%,Sweet,30.00%,Plasma,8.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%
2421,1608,,,Marble,10.33%,Crema,0.33%,Tan,4.67%,Beacon,10.00%,Sour,21.00%,Condensate,10.00%,Mild,40.00%,Steamy,30.00%,Patience,5.00%
